0,0
0.005,0
0.01,0
0.015,0
0.02,0
0.025,0
0.03,0.475102
0.035,0.467398
0.04,0.435063
0.045,0.381954
0.05,0.31248
0.055,0.23103
0.06,0.141606
0.065,0.0476839
0.07,0
0.075,0
0.08,0
0.085,0
0.09,0
0.095,0.435063
0.1,0.467398
0.105,0.475102
0.11,0.455524
0.115,0.40784
0.12,0.333496
0.125,0.236367
0.13,0.122583
0.135,0
0.14,0
0.145,0
0.15,0
0.155,0
0.16,0
0.165,0
0.17,0.475102
0.175,0.467398
0.18,0.435063
0.185,0.381954
0.19,0.31248
0.195,0.23103
0.2,0.141606
0.205,0.0476839
0.21,0
0.215,0
0.22,0
0.225,0
0.23,0
0.235,0.435063
0.24,0.467398
0.245,0.475102
0.25,0.455524
0.255,0.40784
0.26,0.333496
0.265,0.236367
0.27,0.122583
0.275,0
0.28,0
0.285,0
0.29,0
0.295,0
0.3,0
0.305,0
0.31,0.475102
0.315,0.467398
0.32,0.435063
0.325,0.381954
0.33,0.31248
0.335,0.23103
0.34,0.141606
0.345,0.0476839
0.35,0
0.355,0
0.36,0
0.365,0
0.37,0
0.375,0.435063
0.38,0.467398
0.385,0.475102
0.39,0.455524
0.395,0.40784
0.4,0.333496
0.405,0.236367
0.41,0.122583
0.415,0
0.42,0
0.425,0
0.43,0
0.435,0
0.44,0
0.445,0
0.45,0.475102
0.455,0.467398
0.46,0.435063
0.465,0.381954
0.47,0.31248
0.475,0.23103
0.48,0.141606
0.485,0.0476839
0.49,0
0.495,0
0.5,0
0.505,0
0.51,0
0.515,0.435063
0.52,0.467398
0.525,0.475102
0.53,0.455524
0.535,0.40784
0.54,0.333496
0.545,0.236367
0.55,0.122583
0.555,0
0.56,0
0.565,0
0.57,0
0.575,0
0.58,0
0.585,0
0.59,0.475102
0.595,0.467398
0.6,0.435063
0.605,0.381954
0.61,0.31248
0.615,0.23103
0.62,0.141606
0.625,0.0476839
0.63,0
0.635,0
0.64,0
0.645,0
0.65,0
0.655,0.435063
0.66,0.467398
0.665,0.475102
0.67,0.455524
0.675,0.40784
0.68,0.333496
0.685,0.236367
0.69,0.122583
0.695,0
0.7,0
0.705,0
0.71,0
0.715,0
0.72,0
0.725,0
0.73,0.475102
0.735,0.467398
0.74,0.435063
0.745,0.381954
0.75,0.31248
0.755,0.23103
0.76,0.141606
0.765,0.0476839
0.77,0
0.775,0
0.78,0
0.785,0
0.79,0
0.795,0.435063
0.8,0.467398
0.805,0.475102
0.81,0.455524
0.815,0.40784
0.82,0.333496
0.825,0.236367
0.83,0.122583
0.835,0
0.84,0
0.845,0
0.85,0
0.855,0
0.86,0
0.865,0
0.87,0.475102
0.875,0.467398
0.88,0.435063
0.885,0.381954
0.89,0.31248
0.895,0.23103
0.9,0.141606
0.905,0.0476839
0.91,0
0.915,0
0.92,0
0.925,0
0.93,0
0.935,0.435063
0.94,0.467398
0.945,0.475102
0.95,0.455524
0.955,0.40784
0.96,0.333496
0.965,0.236367
0.97,0.122583
0.975,0
0.98,0
0.985,0
0.99,0
0.995,0
1,0
1.005,0
1.01,0.475102
1.015,0.467398
1.02,0.435063
1.025,0.381954
1.03,0.31248
1.035,0.23103
1.04,0.141606
1.045,0.0476839
1.05,0
1.055,0
1.06,0
1.065,0
1.07,0
1.075,0.435063
1.08,0.467398
1.085,0.475102
1.09,0.455524
1.095,0.40784
1.1,0.333496
1.105,0.236367
1.11,0.122583
1.115,0
1.12,0
1.125,0
1.13,0
1.135,0
1.14,0
1.145,0
1.15,0.475102
1.155,0.467398
1.16,0.435063
1.165,0.381954
1.17,0.31248
1.175,0.23103
1.18,0.141606
1.185,0.0476839
1.19,0
1.195,0
1.2,0
1.205,0
1.21,0
1.215,0.435063
1.22,0.467398
1.225,0.475102
1.23,0.455524
1.235,0.40784
1.24,0.333496
1.245,0.236367
1.25,0.122583
1.255,0
1.26,0
1.265,0
1.27,0
1.275,0
1.28,0
1.285,0
1.29,0.475102
1.295,0.467398
1.3,0.435063
1.305,0.381954
1.31,0.31248
1.315,0.23103
1.32,0.141606
1.325,0.0476839
1.33,0
1.335,0
1.34,0
1.345,0
1.35,0
1.355,0.435063
1.36,0.467398
1.365,0.475102
1.37,0.455524
1.375,0.40784
1.38,0.333496
1.385,0.236367
1.39,0.122583
1.395,0
1.4,0
1.405,0
1.41,0
1.415,0
1.42,0
1.425,0
1.43,0.475102
1.435,0.467398
1.44,0.435063
1.445,0.381954
1.45,0.31248
1.455,0.23103
1.46,0.141606
1.465,0.0476839
1.47,0
1.475,0
1.48,0
1.485,0
1.49,0
1.495,0.435063
1.5,0.467398
1.505,0.475102
1.51,0.455524
1.515,0.40784
1.52,0.333496
1.525,0.236367
1.53,0.122583
1.535,0
1.54,0
1.545,0
1.55,0
1.555,0
1.56,0
1.565,0
1.57,0.475102
1.575,0.467398
1.58,0.435063
1.585,0.381954
1.59,0.31248
1.595,0.23103
1.6,0.141606
1.605,0.0476839
1.61,0
1.615,0
1.62,0
1.625,0
1.63,0
1.635,0.435063
1.64,0.467398
1.645,0.475102
1.65,0.455524
1.655,0.40784
1.66,0.333496
1.665,0.236367
1.67,0.122583
1.675,0
1.68,0
1.685,0
1.69,0
1.695,0
1.7,0
1.705,0
1.71,0.475102
1.715,0.467398
1.72,0.435063
1.725,0.381954
1.73,0.31248
1.735,0.23103
1.74,0.141606
